x,y
511.679731231153,377.12223128999767
511.582774123433,376.1234320729517
511.48725272909087,375.13942279169635
511.39010080195845,374.13861665137074
511.2938763901257,373.147365267544
511.196921290452,372.1485867362948
511.1001648743452,371.15185493473587
511.0031435419965,370.1523941106102
510.90761775453984,369.1683395738866
510.8098884677403,368.161585789318
510.714303589724,367.17692253389396
510.6181102488823,366.18599122646333
510.5198560159989,365.1738297337864
510.4239914862299,364.18628565860325
510.3269294817051,363.18640585191235
510.23113746103894,362.1996087259402
510.134778144121,361.20696762354044
510.03808019773226,360.2108381451116
509.9412623895808,359.21347391620765
509.8445339116836,358.2170299188399
509.7480946960493,357.2235657434618
509.6508601232849,356.2219082329316
509.5542384815951,355.2265648038751
509.45708188202514,354.22571053064735
509.3608377279118,353.23425577261855
509.2642989656322,352.2397661220201
509.16755652446903,351.2431782827053
509.0706984697882,350.2453994560178
508.9738100704096,349.247308034813
508.87842910285207,348.26474535366543
508.7817445744932,347.26875410045926
508.68526881761636,346.2749134971402
508.5875642151587,345.2684139971925
508.4917098402055,344.2809745313802
508.3947336744074,343.2819789884129
508.2982171708932,342.2877186354699
508.202227076348,341.2988810604788
508.10522969284034,340.2996669442457
508.00885390544323,339.306856171956
507.91153153366434,338.30429420388924
507.814921589751,337.3090712789409
507.71908278108083,336.32179216848334
507.62239764636,335.3257946688663
507.52487870456594,334.3212077437652
507.4282408837826,333.32569764651544
507.33253750733974,332.339813684961
507.2360912441235,331.34627690923963
507.1389133621891,330.3452033967062
507.0427695638811,329.3547824494225
506.94594158714006,328.357313469259
506.8484401070906,327.352906425523
506.75206645766986,326.36011767749943
506.6550639671592,325.36085095170745
506.55925610176376,324.37389060198007
506.4628617550705,323.38088864194935
506.36589047947933,322.38194347522494
506.27019737254363,321.3961653045297
506.17211133292204,320.38573644705866
506.07534288757273,319.3888807268075
505.9799312617954,318.4060022214104
505.8821437010178,317.3986481301186
505.78574991617893,316.4056519580041
505.68888266995117,315.4077784450165
505.5934633630141,314.42482081250284
505.4956835958527,313.4175470067922
505.39938602372655,312.4255419655442
505.30266577762563,311.42918276764925
505.20553087792905,310.42855203467553
505.10994410880363,309.4438692980772
505.0139743578536,308.45524129170246
504.9166441507219,307.45259860810575
504.82091610534553,306.4664605206601
504.72384270122063,305.4664632815107
504.6264165101374,304.4628318236211
504.53064381725864,303.4762338019683
504.43354423929924,302.4759669342573
504.33612099733205,301.47236585655247
504.23939062500006,300.47590234375
504.1443820573608,299.49717592335446
504.04705934988095,298.4946104970793
503.9504661766937,297.49956033500064
503.85359714838455,296.5016684639825
503.7574830237893,295.5115531990958
503.6611122150478,294.51879371419966
503.5644913837586,293.52345863344675
503.4676271915201,292.5256165809897
503.3705262999309,291.52533618098124
503.2731953705894,290.5226860575739
503.1777189686486,289.5391402634873
503.07995249018586,288.53200335069903
502.98406256988596,287.54419771612095
502.8879775495672,286.55438226761
502.7917036746027,285.5626213415898
502.6952471903652,284.5689792744842
502.5986143422276,283.57352040271695
502.50181137556285,282.57630906271163
502.40484453574385,281.5774095908921
502.30772006814357,280.5768863236821
502.2104442181348,279.57480359750537
502.115142578125,278.5930581054688
502.01758565239334,277.5880798905692
501.92202100201894,276.603625009274
501.82420744193155,275.59600308727977
501.72840369122576,274.6090851248405
501.6324905393419,273.62104017116155
501.53433899714577,272.60993654191054
501.43822247860635,271.6197966159178
501.342014229388,270.6287117305246
501.2457200963469,269.6367421168543
501.1493459263395,268.64394800603003
501.0518255230465,267.6393460253652
500.9553080931491,266.6450761293281
500.8576547935712,265.63910512365345
500.76101775179126,264.6436030512713
500.66540460228794,263.6586485584133
500.56867252779887,262.662167510918
500.47297683715817,261.67636272430417
500.3761728582467,260.6791409566859
500.27934146407574,259.6816367720229
500.18248850150155,258.68391040143865
500.08561981738023,257.68602207605625
499.9887412585682,256.68803202699905
499.89185867192197,255.69000048539027
499.7949779042977,254.69198768235313
499.6991811069384,253.70514134949488
499.6033974601695,252.71843048684315
499.5065567370144,251.72083020007688
499.40974109037643,250.72348823790588
499.3129563671118,249.72646483145348
499.21620841407685,248.72982021184288
499.1195030781279,247.73361461019738
499.02284620612124,246.73790825764019
498.92624364491326,245.74276138529456
498.82970124136017,244.7482342242838
498.73322484231835,243.75438700573113
498.63682029464405,242.76127996075985
498.54049344519365,241.76897332049316
498.4431812620886,240.76651631058414
498.34596053486024,239.76500142921276
498.24990404404576,238.77547987608548
498.1539487688104,237.78700099062524
498.0559718565084,236.77769630325284
497.96023912850455,235.79150997793445
497.86250192961177,234.7846746872989
497.7670156588727,233.8010272302368
497.6695426147562,232.7969131179661
497.574326711315,231.81605083727473
497.4771422633422,230.81490968499702
497.3801129993092,229.81536715298748
497.28324516458883,228.81748757766982
497.1865450045541,227.8213352954678
497.09001876457785,226.82697464280517
496.9936726900329,225.83446995610564
496.89751302629224,224.84388557179295
496.80050398050525,223.8445513171211
496.7036982530831,222.8473115372986
496.6081398230687,221.86292073475806
496.5107225583251,220.8593812311488
496.41353278008324,219.85818516934796
496.3165771499417,218.85940117350822
496.2208899200443,217.873683544855
496.1233949803533,216.86934387632266
496.0271817641035,215.8782078232821
495.93122934234793,214.88975833281324
495.8335114809311,213.88312224630394
495.7381065376267,212.9003125800959
495.64096170085156,211.89957948076176
495.54411696227766,210.9019378293421
495.4475794178231,209.90746072411275
495.35135616340597,208.91622126334948
495.2554542949442,207.92829254532813
495.1578933399345,206.92327282300516
495.0606822448299,205.92185716651568
494.9638285583468,204.92412333861878
494.867339829202,203.93014910207359
494.771223606112,202.94001221963907
494.6754874377934,201.9537904540744
494.5781970726738,200.95155820114604
494.48131831340584,199.95356608710043
494.38485918036866,198.95989673350584
494.28882769394113,197.97063276193057
494.191324457001,196.96620761966457
494.0942829992863,195.96653947500027
493.9977118320875,194.97171600660684
493.901619466695,193.9818248931535
493.80601441439916,192.99695381330946
493.70904531328245,191.9980310468345
493.61260069311044,191.0045111968575
493.51485041914975,189.99754121400764
493.4194923479563,189.01521439870993
493.3228682641788,188.01984581259768
493.22502043778115,187.01187089777457
493.1295825654954,186.02872201516814
493.0329631662074,185.03340168611066
492.9352073464648,184.02637457364108
492.8398801232104,183.0443655369785
492.7434613725142,182.05111218022603
492.64599915184584,181.04710956521092
492.5492641231598,180.05059808519007
492.45326755451106,179.06169381751823
492.35632675993196,178.06306264954736
492.26017459106447,177.07255547332764
492.1631573108251,176.0731363918215
492.0669813922144,175.0823845587069
491.97002343256975,174.08357656559792
491.8723418780615,173.07731449304768
491.7772061450029,172.09727808389243
491.6798164433077,171.09402251976786
491.5834283005595,170.1010844693929
491.48650135177456,169.10259593323855
491.3906394061503,168.11507847850442
491.2928184415848,167.10738027961736
491.19616541256954,166.11171351546
491.1006971390584,165.12825145601943
491.0035041515207,164.12702233380395
490.9076074579358,163.1391469245404
490.8101801039724,162.13550348729459
490.7141685540257,161.1464448904649
490.6168332936047,160.14375015063956
490.52104173157585,159.15695774929915
490.4241469335175,158.15880041238688
490.3263119115161,157.15095740146535
490.2302779442891,156.16166787404754
490.133550500529,155.16523452979465
490.0363110307242,154.16352657262792
489.94116159059195,153.18334896067879
489.8434196335612,152.17646465430215
489.7480565938392,151.1940866559343
489.65063613945495,150.1905142943883
489.55374160181304,149.19235964014325
489.45761072599316,148.20207181328118
489.36045971459555,147.2012751063557
489.2647261339613,146.21507999770364
489.1669304060852,145.2076417734197
489.07144593132284,144.22401281752997
488.9734739485383,143.21475891135634
488.8774072943529,142.22513266072858
