x,y
510.85456439020146,299.23946634658586
510.7876945046929,298.25410677482745
510.7172646360215,297.25167097273356
510.6445888358594,296.25175946153354
510.5696746124756,295.25437148270856
510.49252947413925,294.25950627774
510.41211557672534,293.2542921002775
510.3305024047778,292.264502906071
510.246680940195,291.27723420031367
510.15952707591856,290.2797128477757
510.0701226974703,289.2847763092258
509.9772861201401,288.27971810128554
509.8821570679123,287.27730978149384
509.78599097212475,286.29018916043066
509.6863300587887,285.2930446423874
509.58440089388483,284.29854756534377
509.48021158606974,283.30669711012746
509.37377024400075,282.31749245756566
509.26369486648525,281.3184616401923
509.1513268160786,280.3221423410397
509.03667451327584,279.3285337094322
508.91974637857174,278.3376348946938
508.800550832461,277.3494450461488
508.67756385429516,276.3516619251406
508.5522697977043,275.35665416270433
508.42626659448285,274.37665375813884
508.2947954101562,273.3749611816406
508.16098670297185,272.3761101993555
508.0281975916324,271.40435903914477
507.88979750511413,270.41111924544174
507.7490868784244,269.4207183200409
507.60607477951515,268.4331553468573
507.45898415920146,267.4364380630871
507.30955428516097,266.4426264833689
507.15963682062676,265.46364101019975
507.00371439097324,264.463716636046
506.8492211269621,263.4904678725004
506.6886303271004,262.4964182048043
506.5256917250405,261.5053398147127
506.36041506855776,260.5172317174622
506.19281010542755,259.53209292828905
506.02288658342525,258.54992246242955
505.8506542503263,257.5707193351202
505.67403129074546,256.5828785583365
505.49506430248056,255.59807416285787
505.3116165834397,254.60477296544622
505.13013864018245,253.63757043439915
504.94199892485676,252.65040826992671
504.7515011809054,251.6663501609827
504.558655869083,250.68539505077504
504.3634734501439,249.70754188251192
504.1659643848425,248.7327895994013
503.9614645602912,247.7385774502163
503.7592800874858,246.77009581891582
503.55001803383533,245.7822979373272
503.3432009752946,244.82008263179125
503.1292205101688,243.83869459114763
502.912870406156,242.86054662363497
502.6941618709348,241.88563759700375
502.47310611218387,240.91396637900428
502.244610190674,239.923559568901
502.0188409016047,238.95843409335157
501.7881531684441,237.9856310050545
501.5551108088589,237.01613505805807
501.3170673704368,236.03910779100374
501.0766399408328,235.0654599915732
500.83384050938423,234.09519044855017
500.5886810654284,233.1282979507184
500.3411735983027,232.16478128686174
500.09133009734467,231.20463924576396
499.8335325238967,230.22664739712596
499.576160619149,229.26275236865092
499.31643766062354,228.30230361505068
499.0514832989094,227.33480249181343
498.78415140183535,226.37082122844183
498.5144547759213,225.4103585311642
498.2424062276877,224.453413106209
497.9620277323923,223.47929597099164
497.685263329366,222.52945760118862
497.4000932025426,221.562599320742
497.11252184320034,220.59940743846911
496.82256291135536,219.63988057437422
496.53023006702404,218.68401734846177
496.23553697022237,217.73181638073615
495.9384972809666,216.78327629120167
495.6391246592731,215.8383956998628
495.33098869061007,214.87718695070956
495.0204482577773,213.91979217039903
494.71078987056734,212.97612339282927
494.3955088296096,212.0263124496591
494.0745456804124,211.07047694284503
493.75453289705223,210.1283233382266
493.4321884025979,209.18997635261147
493.10073842746795,208.2360053466463
492.7737263463584,207.3053464168168
492.43754187282036,206.35922057043143
492.09898880615646,205.4170554131074
491.75808262547304,204.4788493810765
491.4148388098763,203.54460091057047
491.0621964012062,202.59536405733414
490.7142768392403,201.66910670502546
490.35689549880203,200.72802079720546
489.99714526343627,199.79104905288492
489.63504257942253,198.8581898105876
489.27060389303927,197.92944140883716
488.903845650566,197.0048021861573
488.5273796924686,196.06590173223853
488.1559861111332,195.14955798344636
487.77482633216886,194.21911545535414
487.39132241431145,193.29294113362334
487.0054918104835,192.3710332550819
486.6173519736081,191.45339005655796
486.22692035660805,190.54000977487956
485.8264916787736,189.6131073649086
